parcel_id,ai_review_score,investment_category,manual_review_flag_ai,recommendation_ai,reasoning_summary_ai,key_risks_ai,missing_information,next_due_diligence_step_ai,confidence_level,model_used
26825-93-01-08300,6.7,Strong Manual Review Candidate,True,Drive By,AI review failed; fallback rule-based score used.,Weak or unverified surrounding value signal,Missing LiteLLM environment variables,Drive by and verify assessor/parcel details,Low,Rule-based only
26825-93-01-07370,6.7,Strong Manual Review Candidate,True,Drive By,AI review failed; fallback rule-based score used.,Weak or unverified surrounding value signal,Missing LiteLLM environment variables,Drive by and verify assessor/parcel details,Low,Rule-based only
36525-94-02-01380,6.7,Strong Manual Review Candidate,True,Drive By,AI review failed; fallback rule-based score used.,Weak or unverified surrounding value signal,Missing LiteLLM environment variables,Drive by and verify assessor/parcel details,Low,Rule-based only
20300-92-03-05240,6.7,Strong Manual Review Candidate,True,Drive By,AI review failed; fallback rule-based score used.,Weak or unverified surrounding value signal,Missing LiteLLM environment variables,Drive by and verify assessor/parcel details,Low,Rule-based only
43925-03-35-15210,6.7,Strong Manual Review Candidate,True,Drive By,AI review failed; fallback rule-based score used.,Weak or unverified surrounding value signal,Missing LiteLLM environment variables,Drive by and verify assessor/parcel details,Low,Rule-based only
29350-03-07-02400,6.7,Strong Manual Review Candidate,True,Drive By,AI review failed; fallback rule-based score used.,Weak or unverified surrounding value signal,Missing LiteLLM environment variables,Drive by and verify assessor/parcel details,Low,Rule-based only
44250-02-12-14150,6.7,Strong Manual Review Candidate,True,Drive By,AI review failed; fallback rule-based score used.,Weak or unverified surrounding value signal,Missing LiteLLM environment variables,Drive by and verify assessor/parcel details,Low,Rule-based only
35900-03-30-15790,6.7,Strong Manual Review Candidate,True,Drive By,AI review failed; fallback rule-based score used.,Weak or unverified surrounding value signal,Missing LiteLLM environment variables,Drive by and verify assessor/parcel details,Low,Rule-based only
44200-02-11-01560,6.7,Strong Manual Review Candidate,True,Drive By,AI review failed; fallback rule-based score used.,Weak or unverified surrounding value signal,Missing LiteLLM environment variables,Drive by and verify assessor/parcel details,Low,Rule-based only
27775-03-36-02105,6.7,Strong Manual Review Candidate,True,Drive By,AI review failed; fallback rule-based score used.,Weak or unverified surrounding value signal,Missing LiteLLM environment variables,Drive by and verify assessor/parcel details,Low,Rule-based only
35900-03-30-15590,6.7,Strong Manual Review Candidate,True,Drive By,AI review failed; fallback rule-based score used.,Weak or unverified surrounding value signal,Missing LiteLLM environment variables,Drive by and verify assessor/parcel details,Low,Rule-based only
40825-02-13-09510,6.7,Strong Manual Review Candidate,True,Drive By,AI review failed; fallback rule-based score used.,Weak or unverified surrounding value signal,Missing LiteLLM environment variables,Drive by and verify assessor/parcel details,Low,Rule-based only
23900-03-27-09230,6.7,Strong Manual Review Candidate,True,Drive By,AI review failed; fallback rule-based score used.,Weak or unverified surrounding value signal,Missing LiteLLM environment variables,Drive by and verify assessor/parcel details,Low,Rule-based only
30200-02-26-07080,6.7,Strong Manual Review Candidate,True,Drive By,AI review failed; fallback rule-based score used.,Weak or unverified surrounding value signal,Missing LiteLLM environment variables,Drive by and verify assessor/parcel details,Low,Rule-based only
25650-03-34-12590,6.7,Strong Manual Review Candidate,True,Drive By,AI review failed; fallback rule-based score used.,Weak or unverified surrounding value signal,Missing LiteLLM environment variables,Drive by and verify assessor/parcel details,Low,Rule-based only
37050-03-35-12510,6.7,Strong Manual Review Candidate,True,Drive By,AI review failed; fallback rule-based score used.,Weak or unverified surrounding value signal,Missing LiteLLM environment variables,Drive by and verify assessor/parcel details,Low,Rule-based only
34300-03-32-15710,6.7,Strong Manual Review Candidate,True,Drive By,AI review failed; fallback rule-based score used.,Weak or unverified surrounding value signal,Missing LiteLLM environment variables,Drive by and verify assessor/parcel details,Low,Rule-based only
19650-03-35-06970,6.7,Strong Manual Review Candidate,True,Drive By,AI review failed; fallback rule-based score used.,Weak or unverified surrounding value signal,Missing LiteLLM environment variables,Drive by and verify assessor/parcel details,Low,Rule-based only
41675-03-35-13900,6.7,Strong Manual Review Candidate,True,Drive By,AI review failed; fallback rule-based score used.,Weak or unverified surrounding value signal,Missing LiteLLM environment variables,Drive by and verify assessor/parcel details,Low,Rule-based only
37800-93-02-09760,6.7,Strong Manual Review Candidate,True,Drive By,AI review failed; fallback rule-based score used.,Weak or unverified surrounding value signal,Missing LiteLLM environment variables,Drive by and verify assessor/parcel details,Low,Rule-based only
10225-93-02-04460,6.7,Strong Manual Review Candidate,True,Drive By,AI review failed; fallback rule-based score used.,Weak or unverified surrounding value signal,Missing LiteLLM environment variables,Drive by and verify assessor/parcel details,Low,Rule-based only
02400-03-32-00700,6.7,Strong Manual Review Candidate,True,Drive By,AI review failed; fallback rule-based score used.,Weak or unverified surrounding value signal,Missing LiteLLM environment variables,Drive by and verify assessor/parcel details,Low,Rule-based only
12875-94-08-06230,6.7,Strong Manual Review Candidate,True,Drive By,AI review failed; fallback rule-based score used.,Weak or unverified surrounding value signal,Missing LiteLLM environment variables,Drive by and verify assessor/parcel details,Low,Rule-based only
79600-84-11-12350,6.7,Strong Manual Review Candidate,True,Drive By,AI review failed; fallback rule-based score used.,Weak or unverified surrounding value signal,Missing LiteLLM environment variables,Drive by and verify assessor/parcel details,Low,Rule-based only
29675-03-07-10040,6.7,Strong Manual Review Candidate,True,Drive By,AI review failed; fallback rule-based score used.,Weak or unverified surrounding value signal,Missing LiteLLM environment variables,Drive by and verify assessor/parcel details,Low,Rule-based only
37800-93-02-09990,6.7,Strong Manual Review Candidate,True,Drive By,AI review failed; fallback rule-based score used.,Weak or unverified surrounding value signal,Missing LiteLLM environment variables,Drive by and verify assessor/parcel details,Low,Rule-based only
25225-03-35-09460,6.7,Strong Manual Review Candidate,True,Drive By,AI review failed; fallback rule-based score used.,Weak or unverified surrounding value signal,Missing LiteLLM environment variables,Drive by and verify assessor/parcel details,Low,Rule-based only
41650-03-35-13120,6.7,Strong Manual Review Candidate,True,Drive By,AI review failed; fallback rule-based score used.,Weak or unverified surrounding value signal,Missing LiteLLM environment variables,Drive by and verify assessor/parcel details,Low,Rule-based only
42675-93-02-14170,6.7,Strong Manual Review Candidate,True,Drive By,AI review failed; fallback rule-based score used.,Weak or unverified surrounding value signal,Missing LiteLLM environment variables,Drive by and verify assessor/parcel details,Low,Rule-based only
11225-02-24-03490,6.7,Strong Manual Review Candidate,True,Drive By,AI review failed; fallback rule-based score used.,Weak or unverified surrounding value signal,Missing LiteLLM environment variables,Drive by and verify assessor/parcel details,Low,Rule-based only
34600-93-25-02050,6.7,Strong Manual Review Candidate,True,Drive By,AI review failed; fallback rule-based score used.,Weak or unverified surrounding value signal,Missing LiteLLM environment variables,Drive by and verify assessor/parcel details,Low,Rule-based only
37775-93-03-07050,6.1,Strong Manual Review Candidate,True,Drive By,AI review failed; fallback rule-based score used.,Weak or unverified surrounding value signal,Missing LiteLLM environment variables,Drive by and verify assessor/parcel details,Low,Rule-based only
00575-93-06-00950,6.1,Strong Manual Review Candidate,True,Drive By,AI review failed; fallback rule-based score used.,Weak or unverified surrounding value signal,Missing LiteLLM environment variables,Drive by and verify assessor/parcel details,Low,Rule-based only
49800-03-34-14990,6.1,Strong Manual Review Candidate,True,Drive By,AI review failed; fallback rule-based score used.,Weak or unverified surrounding value signal,Missing LiteLLM environment variables,Drive by and verify assessor/parcel details,Low,Rule-based only
60513-73-08-70260,6.1,Strong Manual Review Candidate,True,Drive By,AI review failed; fallback rule-based score used.,"Weak or unverified surrounding value signal; Could be lot-only or unimproved, verify improvements",Missing LiteLLM environment variables,Drive by and verify assessor/parcel details,Low,Rule-based only
07410-94-07-23780,6.1,Strong Manual Review Candidate,True,Drive By,AI review failed; fallback rule-based score used.,Weak or unverified surrounding value signal,Missing LiteLLM environment variables,Drive by and verify assessor/parcel details,Low,Rule-based only
90212-02-12-25800,6.1,Strong Manual Review Candidate,True,Drive By,AI review failed; fallback rule-based score used.,Weak or unverified surrounding value signal,Missing LiteLLM environment variables,Drive by and verify assessor/parcel details,Low,Rule-based only
22100-92-28-02330,6.1,Strong Manual Review Candidate,True,Drive By,AI review failed; fallback rule-based score used.,Weak or unverified surrounding value signal,Missing LiteLLM environment variables,Drive by and verify assessor/parcel details,Low,Rule-based only
44325-03-36-03990,6.1,Strong Manual Review Candidate,True,Drive By,AI review failed; fallback rule-based score used.,Weak or unverified surrounding value signal,Missing LiteLLM environment variables,Drive by and verify assessor/parcel details,Low,Rule-based only
25150-03-34-10030,6.1,Strong Manual Review Candidate,True,Drive By,AI review failed; fallback rule-based score used.,Weak or unverified surrounding value signal,Missing LiteLLM environment variables,Drive by and verify assessor/parcel details,Low,Rule-based only
09000-92-27-06570,6.1,Strong Manual Review Candidate,True,Drive By,AI review failed; fallback rule-based score used.,Weak or unverified surrounding value signal,Missing LiteLLM environment variables,Drive by and verify assessor/parcel details,Low,Rule-based only
46825-03-33-18040,6.1,Strong Manual Review Candidate,True,Drive By,AI review failed; fallback rule-based score used.,Weak or unverified surrounding value signal,Missing LiteLLM environment variables,Drive by and verify assessor/parcel details,Low,Rule-based only
43800-93-04-19370,6.1,Strong Manual Review Candidate,True,Drive By,AI review failed; fallback rule-based score used.,Weak or unverified surrounding value signal,Missing LiteLLM environment variables,Drive by and verify assessor/parcel details,Low,Rule-based only
36150-93-04-13930,6.1,Strong Manual Review Candidate,True,Drive By,AI review failed; fallback rule-based score used.,Weak or unverified surrounding value signal,Missing LiteLLM environment variables,Drive by and verify assessor/parcel details,Low,Rule-based only
78810-84-11-09060,6.1,Strong Manual Review Candidate,True,Drive By,AI review failed; fallback rule-based score used.,Weak or unverified surrounding value signal,Missing LiteLLM environment variables,Drive by and verify assessor/parcel details,Low,Rule-based only
25050-03-34-03580,6.1,Strong Manual Review Candidate,True,Drive By,AI review failed; fallback rule-based score used.,Weak or unverified surrounding value signal,Missing LiteLLM environment variables,Drive by and verify assessor/parcel details,Low,Rule-based only
27775-03-36-02215,6.1,Strong Manual Review Candidate,True,Drive By,AI review failed; fallback rule-based score used.,Weak or unverified surrounding value signal,Missing LiteLLM environment variables,Drive by and verify assessor/parcel details,Low,Rule-based only
63725-12-13-01130,6.1,Strong Manual Review Candidate,True,Drive By,AI review failed; fallback rule-based score used.,Weak or unverified surrounding value signal,Missing LiteLLM environment variables,Drive by and verify assessor/parcel details,Low,Rule-based only
18550-93-05-13060,6.1,Strong Manual Review Candidate,True,Drive By,AI review failed; fallback rule-based score used.,Weak or unverified surrounding value signal,Missing LiteLLM environment variables,Drive by and verify assessor/parcel details,Low,Rule-based only
29775-02-26-05800,6.1,Strong Manual Review Candidate,True,Drive By,AI review failed; fallback rule-based score used.,Weak or unverified surrounding value signal,Missing LiteLLM environment variables,Drive by and verify assessor/parcel details,Low,Rule-based only
05075-93-24-08770,6.1,Strong Manual Review Candidate,True,Drive By,AI review failed; fallback rule-based score used.,Weak or unverified surrounding value signal,Missing LiteLLM environment variables,Drive by and verify assessor/parcel details,Low,Rule-based only
13775-02-12-01430,6.1,Strong Manual Review Candidate,True,Drive By,AI review failed; fallback rule-based score used.,Weak or unverified surrounding value signal,Missing LiteLLM environment variables,Drive by and verify assessor/parcel details,Low,Rule-based only
57370-72-13-63370,6.1,Strong Manual Review Candidate,True,Drive By,AI review failed; fallback rule-based score used.,Weak or unverified surrounding value signal,Missing LiteLLM environment variables,Drive by and verify assessor/parcel details,Low,Rule-based only
19275-03-34-02480,6.1,Strong Manual Review Candidate,True,Drive By,AI review failed; fallback rule-based score used.,Weak or unverified surrounding value signal,Missing LiteLLM environment variables,Drive by and verify assessor/parcel details,Low,Rule-based only
17950-92-04-05170,6.1,Strong Manual Review Candidate,True,Drive By,AI review failed; fallback rule-based score used.,Weak or unverified surrounding value signal,Missing LiteLLM environment variables,Drive by and verify assessor/parcel details,Low,Rule-based only
62075-91-11-09360,6.1,Strong Manual Review Candidate,True,Drive By,AI review failed; fallback rule-based score used.,Weak or unverified surrounding value signal,Missing LiteLLM environment variables,Drive by and verify assessor/parcel details,Low,Rule-based only
